song,artist,
Glass Gloss,Ocean Grove,
Asymmetrical,Johnny Booth,
Zero,Vanna,
[redacted],Tallah,
No One Should Read This,Tallah,
Snake Devil,Scary Kids Scaring Kids,
Melting of My Marrow,Killer Be Killed,
Destruction,Desolate;Prompts,
Concubine,Converge,
Nerdy,Poison The Well,
Romance Is Dead,Parkway Drive,
How To Disconnect From Your Social Surrounding In Half An Hour,War From A Harlots Mouth,
Heeey... Let's Start A Band,War From A Harlots Mouth,
Pins And Needles,Deadguy,
Symptom of Terminal Illness,The Dillinger Escape Plan,
Heirloom,Frontierer,
Slice Paper Wrists,Poison The Well,
"1,000,000 Watts",Norma Jean,
In the Eye of the Beast (You'll Be Found),Water Wolf,
B12,Grey Daze,
When Worlds Collide,Powerman 5000,
The Time Machine,Iron Maiden,
The Writing on the Wall,Iron Maiden,
Lost In A Lost World,Iron Maiden,
The Parchment,Iron Maiden,
The Well,Silent Planet,
Native Blood,Silent Planet,
Visible Unseen,Silent Planet,
Afterdusk,Silent Planet,
Nervosa,Silent Planet,
Panic Room,Silent Planet,
Psychescape,Silent Planet,
Beaufort,He Is Legend,
Air Raid,He Is Legend,
The Price is Wrong,Periphery,
Details Matter,Northlane,
Dead Choir,Phinehas,
Backbreaker,Fit For A King,
Heathen,Currents,
In the Night,Phinehas,
Severed by Self Betrayal,Phinehas,
Dream Thief,Phinehas,
Thorns,Phinehas,
Little Monster,Royal Blood,
Better Strangers,Royal Blood,
Bleed,Meshuggah,
Combustion,Meshuggah,
Blood Wine,"Above, Below",
Entrapment,Meshuggah,
Mind's Mirrors,Meshuggah,
Re-Inanimate,Meshuggah,
Apnea,Currents,
Stillborn,Currents,
White Livered,Phinehas,
Firstborn (Ya'aburnee),Silent Planet,
Oblivion,Aviana,
Scorpion Hymn,ERRA,
Electric Twilight,ERRA,
Day is Gone,Greyhaven,
Blemish,Greyhaven,
You'd Be Cuter If I Shot You In The Face,Curl Up And Die,
Dehumanization,Meshuggah,
Sum,Meshuggah,
Iridescent,Silent Planet,
Till We Have Faces,Silent Planet,
Anhedonia,Silent Planet,
"Alive, as a Housefire",Silent Planet,
Panopticon,Silent Planet,
Second Sun,Silent Planet,
Translate the Night,Silent Planet,
A Wish For Wings That Work,Poison The Well,
Graphic Nature,Deftones,
Mortality Rate,Greyhaven,
Echo and Dust Pt. I,Greyhaven,
Winds of Creation,Decapitated,
Sexual Man Chocolate,Attack Attack,
The Seventh Circle,Architects,
Psychosis,Diamond Construct,
Six Years on Dope,NOFX,
Rage,Aviana,
Bed Of Nails,Cancer Bats,
The Show Must Go on Prt. 1,Famous Last Words,
Missionary Man,Ghost,
the borderline of pain,Tallah,
Cottonmouth,Tallah,
Too Quick to Grieve,Tallah,
Kungan,Tallah,
Contented,Wanderer,
Inadequate,Rings of Saturn,
Mandatory Suicide,Decapitated,
Dance Macabre,Decapitated,
Human's Dust,Decapitated,
Blessed,Decapitated,
Swallowing the Rabbit Whole,Code Orange,
Mudshovel,Staind,
Passive,A Perfect Circle,
Forever,Code Orange,
Bled for Days,Static-X,
Assistant To The Regional Manager,The Devil Wears Prada,
Square Hammer,Ghost,
Mummy Dust,Ghost,
Cirice,Ghost,
From The Pinnacle To The Pit,Ghost,
Dez Moines,The Devil Wears Prada,
No Stars over Bethlehem,Protest The Hero,
You Know Who's Seatbelt,The Bled,
Ape Dos Mil,Glassjaw,
The Void,Cursed,
Sand,He Is Legend,
The Macrocosm,Rings of Saturn,
Autotheist Movement I: Create,The Faceless,
Cthulhu,Alkaloid,
Kill the Cult,"Decapitated;Wacław ""Vogg"" Kiełtyka;Michal Lysejko;Rafal Piotrowski",
Blindfolds Aside,Protest The Hero,
China White III,He Is Legend,
Whether Terrified or Unafraid,'68,
Wings of Feather and Wax,Killer Be Killed,
Rudy X 3,The Tony Danza Tapdance Extravaganza,
Yippie-Kay-Yay Mother!@#$%^,The Tony Danza Tapdance Extravaganza,
Paul Bunyan and the Blue Ox,The Tony Danza Tapdance Extravaganza,
The Audience,The Chariot,
Tumoric,Frontierer,
Idiot,Every Time I Die,
El Dorado,Every Time I Die,
Born To Lose,The Devil Wears Prada,
Thirst,Every Time I Die,
Exometrium,Every Time I Die,
"If There Is Room To Move, Things Move",Every Time I Die,
It Remembers,Every Time I Die,
Envy,Chevelle,
Saint Matthew Returns to the Womb,Botch,
Party Smasher,The Dillinger Escape Plan,
Swimming the Channel vs. Driving the Chunnel,Botch,
Transitions from Persona to Object,Botch,
Ten Dogs - Red Heaven,Greyhaven,
Nonagon,Car Bomb,
From the Dust of This Planet,Car Bomb,
Merry Axe-Mas,Ice Nine Kills,
Black Bubblegum,The Dillinger Escape Plan,
Parasitic Twins,The Dillinger Escape Plan,
Room Full of Eyes,The Dillinger Escape Plan,
Gold Teeth on a Bum,The Dillinger Escape Plan,
Crystal Morning,The Dillinger Escape Plan,
Echo and Dust Pt. II,Greyhaven,
Broadcast Network,Greyhaven,
The Threat Posed by Nuclear Weapons,The Dillinger Escape Plan,
Whan Acting As A Particle,The Dillinger Escape Plan,
Slither,Velvet Revolver,
He Is,Ghost,
Behind The Mask,Anarchy Club,
Gratitude,Car Bomb,
Landslide Defeater,Norma Jean,
/with_errors,Norma Jean,
Rebel Revive,Jamie's Elsewhere,
Violence in Fluid Triceratops,Arsonists Get All The Girls,
You Won't,The Tony Danza Tapdance Extravaganza,
Sin Cos Tan,Infinite Hex,
The Surge,Ion Dissonance,
Lights Out,Car Bomb,
Bud Dwyer Effect,Ion Dissonance,
Hell Yeah,Rev Theory,
Light It Up,Rev Theory,
Dark Horse,Converge,
Mexican Sun,Chevelle,
Sleep Apnea,Chevelle,
Nothing to Forget,The Dillinger Escape Plan,
Apologies Not Included,The Dillinger Escape Plan,
Manufacturing Discontent,The Dillinger Escape Plan,
Fugue,The Dillinger Escape Plan,
Milk Lizard,The Dillinger Escape Plan,
Giants Among Common Men,Jamie's Elsewhere,
They Said A Storm Was Coming,Jamie's Elsewhere,
The Cover Up,Jamie's Elsewhere,
Stabbing In The Dark,Ice Nine Kills,
Funeral Derangements,Ice Nine Kills,
A Grave Mistake,Ice Nine Kills,
Bleed Me Dry,Memphis May Fire,
Crushed,Parkway Drive,
Ænema,TOOL,
Clones,Ash,
Timebomb,Motionless In White,
The First Movement,Make Them Suffer,
ALTÆR,3TEETH,
IT Is The End (ft. JR Wasilewski & Buddy Schaub of Less Than Jake and Will Salazar of Fenix TX),Ice Nine Kills;Less Than Jake;Fenix TX;JR Wasilewski;Buddy Schaub;Will Salazar,
Emotional Drought,Chevelle,
Ghost,Badflower,
Get Some,Chevelle,
Swing On This,Alice In Chains,
Kick To the Head,Apartment 26,
Momma Sed,Puscifer,
Death by Water,Senses Fail;Ice Nine Kills;Spencer Charnas,
Phantom Limb,Alice In Chains,
Won't Be Saved,Become the Knight,
Fails,Jynx,
The Outsider,A Perfect Circle,
Saints of Los Angeles,Mötley Crüe,
Red Light,Tallah,
Murder Seed,Tallah,
"We, the Sad",Tallah,
The Silo,Tallah,
Placenta,Tallah,
L.E.D.,Tallah,
Tears Don't Fall,Bullet For My Valentine,
Courtesy Call,Thousand Foot Krutch,
Piñata,Chevelle,
Dead End Hero,End Of Green,
Still Just a Rat in a Cage,Blue Light Special,
The Middle,Jimmy Eat World,
Hear You Me,Jimmy Eat World,
Sweetness,Jimmy Eat World,
The Hollow,A Perfect Circle,
That Black Bat Licorice,Jack White,
High Ball Stepper,Jack White,
Judith,A Perfect Circle,
"8 Humoresques, Op. 101, B. 187: No. 7, Poco lento e grazioso (Transcribed by Oscar Morawetz for Violin, Cello & Orchestra)",Antonín Dvořák;Seiji Ozawa;Yo-Yo Ma;Itzhak Perlman;Boston Symphony Orchestra,
"2 Pieces, Op. Posth., B. 188: No. 1, Lullaby in G Major",Antonín Dvořák;Stefan Veselka,
"Symphony No. 104 in D Major, Hob.I:104 ""London"": 4. Finale (Spiritoso) - Live from City Recital Hall, Sydney, 2018",Joseph Haydn;Australian Chamber Orchestra;Richard Tognetti,
"Cello Concerto No. 1 in C Major, Hob.VIIb:1: III. Allegro molto",Joseph Haydn;Steven Isserlis;Chamber Orchestra of Europe;Sir Roger Norrington,
"Concerto No. 1 in C Major, Hob.VIIh:1 ""Lyra organizzata"" (Arr. for Flute, Oboe & Orchestra): I. Allegro con spirito",Joseph Haydn;Ana de la Vega;Ramon Ortega Quero;TrondheimSolistene;Geir Inge Lotsberg,
"String Quartet No. 62 in C Major, Op. 76 No. 3, Hob. III:77 ""Emperor"": II. Poco adagio, cantabile",Joseph Haydn;Kodály Quartet,
"Cello Concerto No. 1 in C Major, Hob. VIIb:1: II. Adagio",Joseph Haydn;Yo-Yo Ma;English Chamber Orchestra;José-Luis Garcia,
"Haydn: String Quartet in C Major, Op. 76 No. 3, Hob. III:77 ""Emperor"": I. Allegro",Joseph Haydn;Alban Berg Quartett,
"Sonata No. 13, Hob. XVI:6: Sonata No. 13, Hob. XVI:6: III. Adagio",Joseph Haydn;Jean-Efflam Bavouzet,
"Waltz in A Minor, Op. Posth., B. 150",Frédéric Chopin;Vittorio Forte,
"Unstern! -Sinistre , S208",Franz Liszt;Pierre-Laurent Aimard,
"Ce qu'on entend sur la montagne (What Is Heard on the Mountain), S. 95/R. 412",Franz Liszt;New Zealand Symphony Orchestra;Michael Halasz,
"Liszt: A Faust Symphony, S. 108: II. Gretchen",Franz Liszt;Riccardo Muti;Philadelphia Orchestra,
"Die Ideale, S. 106/R. 423",Franz Liszt;New Zealand Symphony Orchestra;Michael Halasz,
"6 Grandes études de Paganini, S. 141: No. 3 in A-Flat Minor ""La campanella""",Franz Liszt;Goran Filipec,
"12 Lieder von Schubert, S. 558: Schubert - 12 Lieder, S. 558/R. 243: No. 12, Ave Maria",Franz Liszt;Valerie Tryon,
Concerto No 6 in C minor - Allegro,Giuseppe Torelli;Charivari Agréable;Kah-Ming Ng,
Adagio in G Minor (Arr. for Harp and Orchestra),Tomaso Albinoni;Remo Giazotto;Stefan Klieme;Xavier De Maistre;L'Arte del mondo;Werner Ehrhardt,
Canon in D Major for Strings and Continuo,Johann Pachelbel;City of London Sinfonia;Andrew Watkinson,
"Cello Suite No. 6 in D Major, BWV 1012: IV. Sarabande",Johann Sebastian Bach;Yo-Yo Ma,
"Keyboard Suite in D Minor, HWV 437: III. Sarabande (Arr. for Chamber Orchestra)",George Frideric Handel;Raymond Leppard;English Chamber Orchestra,
"Mass in B Minor, BWV 232 ""Hohe Messe"": No. 4 Chorus: Et incarnatus est",Johann Sebastian Bach;Carlo Maria Giulini;Bavarian Radio Chorus;Bavarian Radio Symphony Orchestra;Keith Lewis;Ruth Ziesak;David Wilson-Johnson;Roberta Alexander;Jard van Ness;Elmar Schloter,
Get Yourself Free,The Temperance Movement,
Modern Massacre,The Temperance Movement,
Only Friend,The Temperance Movement,
Nowhere Freeway,The Answer;Lynne Jackaman,
Do Your Worst,Rival Sons,
Pressure and Time,Rival Sons,
Runnin' Wild,Airbourne,
Again,Black Stone Cherry,
Blame It on the Boom Boom,Black Stone Cherry,
Circle,Slipknot,
Lo/Hi,The Black Keys,
Lazaretto,Jack White,
Opium of the People,Slipknot,
Poltergeist,Deftones,
The Pretender,Foo Fighters,
Bleed American,Jimmy Eat World,
Another Way to Die,Disturbed,
Guns Are Loaded,Daron Malakian and Scars On Broadway,
Another Way Out,Hollywood Undead,
Doc Holliday,Volbeat,
S.O.S. (Sawed Off Shotgun),The Glorious Sons,
Blind,Saint Asonia,
The Hunted,Saint Asonia;Sully Erna,
Better Place,Saint Asonia,
Blow Me Wide Open,Saint Asonia,
Let Me Live My Life,Saint Asonia,
To Be,Another Way Of Life,
Written,Another Way Of Life,
3-2-2-0-5,Another Way Of Life,
They Say,Daron Malakian and Scars On Broadway,
One More Day,Another Way Of Life,
Cyanide,生 Conform 死,
Crash & Burn,Northlane;PhaseOne,
This Is,Another Way Of Life,
Breathe Again,Pop Evil,
Let the Sparks Fly,Thousand Foot Krutch,
Exit Music (For A Film),Radiohead,
Alive,Pearl Jam,
Pirates,Bullets And Octane,
Them Bones (2022 Remaster),Alice In Chains,
The End of Heartache,Killswitch Engage,
"When Both Sides Suck, We're All Winners",zebrahead,
Run It Back,Guerrilla Warfare,
"Mephisto Waltz No. 1, S. 514",Franz Liszt;Khatia Buniatishvili,
"Études d'exécution transcendante, S. 139: No. 12 in B Minor, ""Chasse neige""",Franz Liszt;Jenő Jandó,
"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",Franz Liszt;Lang Lang,
"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",Franz Liszt;Jenő Jandó,
"La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141/3)",Franz Liszt;Lang Lang,
"Cello Concerto in G Minor, RV 416: III. Allegro",Antonio Vivaldi;Sol Gabetta;Cappella Gabetta;Andrés Gabetta,
"Lamento della ninfa, SV 163: Amor, amor",Claudio Monteverdi;Simone Kermes;La Magnifica Comunità;Enrico Casazza,
"Goldberg Variations, BWV 988: Var. 13 a 2 Clav.",Johann Sebastian Bach;Igor Levit,
"Violin Partita No. 3 in E Major, BWV 1006: I. Preludio",Johann Sebastian Bach;Hilary Hahn,
"Concerto for Strings in G Major, RV 151, ""Alla Rustica"": I. Presto",Antonio Vivaldi;Accademia I Filarmonici;Alberto Martini,
Danse macabre,Camille Saint-Saëns;Slovak Radio Symphony Orchestra;Keith Clark,
"Cello Concerto No. 1 in E-Flat Major, Op. 107: I. Allegretto",Dmitri Shostakovich;Heinrich Schiff;Bavarian Radio Symphony Orchestra;Maxim Shostakovich,
Jesus Built My Hotrod,Ministry,
Chronos,Parkway Drive,
Blew,Nirvana,
Hip To Be Scared [Feat. Jacoby Shaddix],Ice Nine Kills;Jacoby Shaddix,
High Times - Remastered 2013,Jamiroquai,
Time Flies,BRADIO,
Have A Nice Day,Bon Jovi,
Testify,Rage Against The Machine,
Counting Bodies Like Sheep To The Rhythm Of The War Drums,A Perfect Circle,
Dead End Friends,Them Crooked Vultures,
Gasoline,Audioslave,
My Curse,Killswitch Engage,
In Waves,Trivium,
Twilight Of The Thunder God,Amon Amarth,
The Ascent,Aerial,
Pinnacle,Ghost Iris,
Holy Diver,Killswitch Engage,
Peach,Chevelle,
Ouija Board,Chevelle,
Assault & Batteries,Ice Nine Kills,
Hypochondria,Dragged Under,
Overconfidence,Tallah,
Circles,Pierce The Veil,
Bloody Knuckles,Sleeping With Sirens,
Silvera,Gojira,
Afterlife,SHVPES,
I Don't Wanna Be Me,Type O Negative,
Be Quiet and Drive (Far Away),Deftones,
Lost In The Static,After The Burial,
I Just Wanna Run,The Downtown Fiction,
Bullet,Hollywood Undead,
Kiss This,The Struts,
Fell on Black Days,Halestorm,
Fell On Black Days,Soundgarden,
Higher,Eminem,
Gnat,Eminem,
Alfred’s Theme,Eminem,
Barracuda,Heart,
Slow Ride - Edit,Foghat,
A Horse with No Name,America;George Martin,
Runnin' with the Devil - 2015 Remaster,Van Halen,
"Another Brick in the Wall, Pt. 1",Pink Floyd,
Sarcasm,Get Scared,
Angel With A Shotgun,The Cab,
If You Can't Hang,Sleeping With Sirens,
The End,Zero 9:36,
Time Machine,Painted Shield,
In for Blood,The Dead Deads,
Search and Destroy,Ministry,
hometown,cleopatrick,
Lay Me to Rest,zebrahead,
Complicated End Times,O'Brother,
Heartbeats,King 810,
One Man Army,SHVPES,
"Hand Me My Shovel, I'm Going In!",Will Wood and the Tapeworms,
Necromancin Dancin,Bear Ghost,
Bomb. Repeat. Bomb.,Ted Leo and the Pharmacists,
The Boogie Monster,Gnarls Barkley,
It Doesn't Matter Why,Silversun Pickups,
Let's Kill Tonight,Panic! At The Disco,
Murder at the Bingo Hall,Amigo the Devil,
Lazy Eye,Silversun Pickups,
Heaven Beside You,Alice In Chains,
Nutshell,Alice In Chains,
Tide of Tears,The Parlor Mob,
Everything You're Breathing For,The Parlor Mob,
Shallow Grave,A Pale Horse Named Death,
Into the Sun,The Parlor Mob,
Church on Tuesday,Stone Temple Pilots,
Pruno,Stone Temple Pilots,
Heaven & Hot Rods,Stone Temple Pilots,
The Last One Alive,Demon Hunter,
Sober,TOOL,
The Underwhelming,Puscifer,
Down,Stone Temple Pilots,
Bleed The Freak,Alice In Chains,
Critical Darling,Slipknot,
Addicted,Saving Abel,
The Remedy,Puscifer,
New Fang,Them Crooked Vultures,
Swerve City,Deftones,
Apossibly,The Apex Theory,
Conditions Of My Parole,Puscifer,
Duality,Slipknot,
The Wicker Man,Iron Maiden,
82588,The Dillinger Escape Plan,
Dead As History,The Dillinger Escape Plan,
System Failure,Shady Cicada,
Nero Forte,Slipknot,
A Miracle,Chevelle,
What You Deserve,No Resolve,
Maldito duende,Heroes Del Silencio,
Piistol Star (Gravity Heals),Chevelle,
Absolute Zero,Stone Sour,
Out of Tartarus,Darren Korb,
(Can't You) Trip Like I Do,Filter;The Crystal Method,
Switchback,Celldweller,
Good L_ck (Yo_'re F_cked),Celldweller,
Batman,The Royal Philharmonic Concert Orchestra,
Take It From Me,KONGOS,
Big Bad Wolf,In This Moment,
Lampshades on Fire,Modest Mouse,
The Good Life,Three Days Grace,
Give Me More,Apartment 26,
Highway,Bleeker,
World on Fire,Slash,
Into The Void,Nine Inch Nails,
